ID,qualifier_count,thought_verbs_count,loud_verbs_count,neutral_verbs_count,quiet_verbs_count
id00848,0,0,0,0,0
id00849,0,0,0,1,0
id00851,2,0,0,0,0
id00852,2,0,0,0,0
id00853,0,0,0,0,0
id00854,1,0,0,0,0
id00855,0,0,0,0,0
id00856,1,0,0,0,0
id00857,1,0,0,1,0
id00859,0,1,0,0,0
id00861,0,0,0,0,0
id00862,0,0,0,0,0
id00863,0,0,1,0,0
id00864,0,1,0,0,0
id00866,0,1,0,0,0
id00867,1,0,0,0,0
id00870,0,0,0,1,0
id00871,0,0,0,0,0
id00872,0,2,0,0,0
id00875,0,2,0,0,0
id00877,0,1,0,0,1
id00880,0,0,0,0,0
id00881,0,0,0,0,0
id00883,0,0,0,0,0
id00884,0,1,0,0,0
id00885,0,0,0,0,0
id00887,1,4,0,1,0
id00888,1,0,0,0,0
id00889,0,1,0,0,0
id00890,0,0,0,1,0
id00891,0,0,0,0,0
id00892,1,0,0,0,0
id00893,1,0,0,0,0
id00894,2,0,0,0,0
id00895,0,0,0,0,0
id00897,0,2,0,0,0
id00898,2,0,0,0,0
id00899,2,1,0,1,1
id00900,0,0,0,0,0
id00904,1,1,0,0,0
id00905,0,0,0,0,0
id00908,0,0,0,0,0
id00909,2,1,0,0,0
id00912,1,0,0,0,0
id00913,0,0,0,0,0
id00914,0,0,0,0,0
id00915,0,0,0,0,0
id00917,0,0,0,0,0
id00918,0,0,0,0,0
id00919,0,1,0,0,0
id00920,1,1,0,1,0
id00921,1,0,0,0,0
id00922,1,0,0,0,0
id00923,0,0,0,0,0
id00924,1,0,0,0,0
id00925,0,0,0,0,0
id00928,0,0,0,0,0
id00929,0,0,0,0,0
id00930,1,0,0,0,0
id00931,0,0,0,0,0
id00932,0,0,0,0,0
id00933,0,0,0,0,0
id00936,1,0,0,0,0
id00937,1,1,0,0,0
id00938,0,0,0,0,0
id00941,0,1,0,0,0
id00944,0,0,0,0,0
id00945,0,0,0,0,0
id00947,0,0,0,0,0
id00948,0,1,0,0,0
id00949,0,1,0,0,0
id00950,1,0,0,0,0
id00951,0,0,0,0,0
id00952,0,0,0,0,0
id00953,1,1,0,0,0
id00954,0,1,0,0,0
id00956,2,0,0,0,0
id00957,0,0,0,0,0
id00958,0,0,0,0,0
id00959,0,0,0,0,0
id00960,0,0,0,0,0
id00961,0,0,0,0,0
id00962,0,1,0,0,0
id00963,1,0,0,0,0
id00964,0,1,2,0,0
id00965,0,0,0,0,0
id00966,1,0,0,0,0
id00968,1,0,0,0,0
id00971,0,0,0,1,0
id00972,0,0,0,0,0
id00974,1,0,0,0,0
id00975,0,0,0,0,0
id00976,0,0,0,0,0
id00977,0,0,0,0,0
id00978,0,0,0,0,0
id00980,0,0,0,0,0
id00981,0,0,0,0,0
id00982,0,1,0,1,0
id00983,0,0,0,0,0
id00984,0,0,0,0,0
id00986,2,1,0,1,0
id00987,0,0,0,0,0
id00988,0,0,0,0,0
id00989,0,0,0,0,0
id00990,0,0,0,0,0
id00991,0,0,0,0,0
id00993,0,0,0,0,0
id00995,0,1,0,0,0
id00996,0,0,0,0,0
id00997,2,0,0,0,0
id00998,0,0,0,0,0
id00999,0,0,0,0,0
id01000,0,0,0,0,0
id01001,2,1,0,0,0
id01002,0,1,0,0,0
id01003,0,1,0,0,0
id01004,0,0,0,0,0
id01005,1,0,0,0,0
id01007,0,0,0,0,0
id01008,0,0,0,0,0
id01009,2,0,0,0,0
id01010,0,0,0,1,0
id01011,2,0,0,0,0
id01012,1,1,0,0,0
id01013,0,0,0,0,0
id01015,0,0,0,0,0
id01018,0,0,0,1,0
id01019,0,0,0,0,0
id01020,0,1,0,0,0
id01021,3,1,0,0,0
id01022,1,2,0,0,0
id01023,0,0,0,1,0
id01025,0,0,0,1,0
id01026,2,0,0,0,0
id01027,0,1,0,0,0
id01028,1,1,0,0,0
id01029,2,0,0,0,0
id01030,1,1,0,0,0
id01031,0,0,0,0,0
id01032,0,1,0,0,0
id01033,1,0,0,0,0
id01035,0,1,0,0,0
id01036,0,0,1,0,0
id01037,0,0,0,0,0
id01038,0,0,0,0,0
id01039,2,0,0,1,0
id01040,1,3,1,2,1
id01041,0,0,1,0,0
id01043,0,0,0,0,0
id01044,0,0,0,0,0
id01045,0,0,0,1,0
id01046,1,0,0,0,0
id01048,0,0,0,0,0
id01051,0,0,0,0,0
id01052,0,0,0,0,0
id01053,4,1,0,0,0
id01056,0,0,0,0,0
id01058,0,0,0,1,0
id01059,0,0,0,0,0
id01061,0,1,0,0,0
id01063,0,0,0,0,0
id01064,3,1,0,0,0
id01066,0,2,0,0,0
id01067,1,0,0,0,0
id01068,0,1,0,0,0
id01069,1,1,0,0,0
id01071,2,1,0,2,0
id01073,0,1,0,1,0
id01074,0,0,0,0,0
id01076,0,0,0,0,0
id01077,1,0,0,0,0
id01078,1,0,0,0,0
id01080,0,0,0,0,0
id01081,0,2,0,1,0
id01083,0,0,0,0,0
id01084,0,0,0,0,0
id01085,1,0,0,0,0
id01086,0,0,0,0,0
id01087,2,0,0,0,0
id01088,0,0,0,0,0
id01089,0,1,0,0,0
id01090,1,1,0,0,0
id01092,0,0,0,0,0
id01093,0,0,0,0,0
id01094,0,0,0,0,0
id01095,2,0,0,0,0
id01097,1,0,0,0,0
id01098,0,0,0,0,0
id01100,0,0,0,0,0
id01101,0,0,0,0,0
id01102,2,0,0,0,0
id01105,0,0,1,0,0
id01106,3,1,1,1,0
id01107,0,0,0,0,0
id01108,0,1,0,0,0
id01110,0,0,0,0,0
id01111,0,0,0,0,0
id01112,2,1,0,0,0
id01115,2,0,0,0,0
id01117,0,4,0,0,0
id01118,1,0,0,0,0
id01119,2,0,0,2,0
id01121,0,0,0,0,0
id01122,1,0,0,0,0
id01124,0,0,0,0,0
id01126,1,0,0,1,0
id01127,0,0,0,0,0
id01129,0,0,0,0,0
id01131,0,0,0,0,0
id01132,0,0,0,0,0
id01134,0,0,0,0,0
id01135,0,1,0,0,0
id01136,1,0,0,1,0
id01137,0,0,0,0,0
id01138,2,0,0,0,0
id01140,0,0,0,1,0
id01143,0,0,0,0,0
id01144,2,0,0,1,0
id01145,1,0,0,0,0
id01147,1,0,0,0,0
id01149,0,0,0,0,0
id01150,0,0,0,1,0
id01153,1,0,0,0,0
id01155,0,1,0,1,0
id01157,0,1,0,0,0
id01158,0,0,0,1,0
id01159,0,0,0,0,0
id01160,0,0,0,0,0
id01161,0,0,0,0,0
id01162,0,0,0,0,0
id01163,0,0,0,0,0
id01164,0,0,0,0,0
id01165,0,0,0,0,1
id01168,1,0,0,0,0
id01169,1,0,0,0,0
id01172,1,0,0,0,0
id01173,0,0,0,0,0
id01174,0,0,0,0,0
id01175,0,0,0,0,0
id01176,0,0,0,0,0
id01177,0,0,0,0,0
id01179,0,1,0,0,0
id01180,0,0,0,0,0
id01181,1,1,0,0,0
id01182,0,0,0,0,0
id01183,0,0,0,0,0
id01185,0,0,0,0,0
id01186,0,0,0,0,0
id01188,1,0,0,0,0
id01189,0,0,0,0,0
id01190,1,0,0,0,0
id01192,1,1,0,1,0
id01194,0,0,0,1,0
id01195,0,2,0,0,0
id01196,0,0,0,1,0
id01197,1,0,0,0,0
id01198,0,0,0,0,0
id01199,0,0,0,0,0
id01200,0,0,0,0,0
id01201,0,0,0,0,0
id01202,1,0,0,0,0
id01204,0,0,0,0,0
id01206,2,0,0,0,0
id01207,0,0,0,0,0
id01210,0,0,0,0,0
id01213,1,0,0,0,0
id01214,0,0,0,0,0
id01218,0,0,0,0,0
id01220,0,0,0,0,0
id01221,1,0,0,0,0
id01222,0,0,0,0,0
id01224,2,1,0,0,0
id01225,0,0,0,0,0
id01226,0,0,0,0,0
id01227,0,0,0,0,0
id01229,0,0,0,0,0
id01231,2,0,0,0,0
id01232,0,0,0,0,0
id01233,1,0,0,0,0
id01234,0,0,0,0,0
id01235,0,0,0,0,0
id01237,2,0,0,0,0
id01238,3,0,0,0,0
id01239,0,0,0,0,0
id01241,0,0,0,0,0
id01244,0,0,0,0,0
id01245,0,0,0,0,0
id01247,0,2,0,0,0
id01248,0,0,0,0,0
id01249,0,0,0,0,0
id01250,2,0,0,0,0
id01251,0,0,0,0,0
id01252,2,0,0,0,0
id01258,0,1,0,0,0
id01259,1,0,0,0,0
id01261,2,0,0,0,0
id01262,0,0,0,0,1
id01264,0,0,0,1,0
id01265,1,0,0,0,0
id01266,0,0,0,0,0
id01267,0,1,0,1,0
id01269,1,0,0,0,0
id01270,0,0,0,0,0
id01271,0,0,0,0,0
id01272,0,0,0,0,0
id01273,0,0,0,0,0
id01274,0,0,0,0,0
id01275,0,1,0,0,0
id01277,0,0,0,0,0
id01278,1,0,0,0,0
id01279,0,0,0,0,0
id01280,0,0,0,0,0
id01281,0,0,0,0,0
id01283,0,1,0,0,0
id01285,0,0,0,0,0
id01286,0,1,0,0,0
id01287,0,0,0,0,0
id01288,1,1,0,0,0
id01289,0,0,0,0,0
id01290,0,1,0,0,0
id01291,0,0,0,0,0
id01292,0,0,0,0,0
id01293,0,0,0,0,0
id01294,1,0,0,0,0
id01295,0,1,0,0,0
id01298,0,0,0,0,0
id01300,1,0,0,1,0
id01301,0,1,0,0,0
id01302,0,1,0,0,0
id01304,0,0,0,0,0
id01305,0,0,0,0,0
id01306,0,0,0,0,0
id01307,0,0,0,0,0
id01309,0,0,0,0,0
id01310,0,0,0,0,0
id01311,0,0,0,0,0
id01312,0,0,0,0,0
id01313,0,0,0,2,0
id01314,0,0,2,1,0
id01315,0,0,0,0,0
id01316,0,0,0,0,0
id01317,1,0,0,0,0
id01318,0,0,0,0,0
id01319,0,0,0,0,0
id01320,0,0,0,0,0
id01321,2,0,0,0,0
id01322,0,0,0,0,0
id01324,0,0,0,0,0
id01325,0,0,0,0,0
id01327,0,0,0,0,0
id01328,0,1,0,0,0
id01329,0,0,0,0,0
id01330,0,0,0,0,0
id01331,0,1,0,0,0
id01333,0,1,0,0,0
id01335,0,0,0,0,0
id01336,0,1,0,0,0
id01337,0,0,0,0,0
id01341,0,0,0,0,0
id01342,0,0,0,0,0
id01343,0,0,0,0,0
id01344,0,0,1,0,0
id01345,0,0,0,0,1
id01346,0,0,0,0,0
id01347,0,1,0,0,0
id01348,0,1,0,0,0
id01349,1,0,0,0,0
id01350,1,0,0,0,0
id01351,1,0,0,0,0
id01353,0,1,0,0,0
id01357,0,0,0,1,0
id01359,0,0,0,0,0
id01361,2,0,0,0,0
id01363,0,1,0,0,0
id01366,0,0,0,0,0
id01367,0,0,0,0,0
id01368,0,0,0,0,0
id01369,1,0,0,0,0
id01370,0,0,0,0,0
id01371,0,1,0,0,0
id01372,0,0,0,0,0
id01373,0,0,0,0,0
id01374,2,0,0,0,0
id01375,0,0,1,0,0
id01376,0,0,0,0,0
id01377,1,0,0,1,0
id01378,0,0,0,0,0
id01380,0,1,1,1,0
id01381,2,0,0,0,0
id01382,0,0,0,0,0
id01384,0,0,0,0,0
id01386,0,0,0,0,1
id01387,0,0,1,0,0
id01390,1,0,0,1,0
id01391,0,0,0,0,0
id01393,1,0,0,0,0
id01394,0,0,0,0,0
id01395,0,0,0,0,0
id01396,3,0,0,0,0
id01397,0,0,0,0,0
id01398,0,0,0,0,0
id01399,1,1,0,0,0
id01400,2,0,0,1,0
id01401,1,0,0,0,0
id01402,0,0,0,0,0
id01403,1,0,0,0,1
id01404,0,0,1,0,0
id01405,0,1,1,0,0
id01406,0,0,0,0,0
id01408,0,0,0,0,0
id01409,0,0,0,0,0
id01411,0,0,0,0,0
id01412,1,0,0,0,0
id01413,1,0,0,0,0
id01414,3,2,1,0,0
id01415,0,0,0,0,0
id01416,0,1,0,0,0
id01418,0,0,0,0,0
id01419,1,0,0,0,0
id01422,0,1,0,0,0
