ID,word_count,syll_count,nsyll_per_word,nchar,nchar_per_word,tc_count,uc_count,punctuation_count,nStopWord,nUniqueWord,avg_word_length,ngt6lWord,unique_r,w_p,w_p_r,stop_r,w_p_stop,w_p_stop_r,num_words_upper_r,num_words_title_r,qualifier_count,thought_verbs_count,loud_verbs_count,neutral_verbs_count,quiet_verbs_count
id16737,22,27,1.2272727272727273,107,4.863636363636363,1,0,3,15,18,3.772727272727273,3,0.8181818181818182,19,0.8636363636363636,0.6818181818181818,4,0.18181818181818182,0,0.045454545454545456,0,0,0,0,0
id16607,10,16,1.6,63,6.3,1,0,3,8,10,5.1,3,1,7,0.7,0.8,-1,-0.1,0,0.1,0,0,0,0,0
id19764,15,22,1.4666666666666666,87,5.8,2,0,1,8,14,4.8,3,0.9333333333333333,14,0.9333333333333333,0.5333333333333333,6,0.4,0,0.13333333333333333,0,0,0,0,0
id18886,15,21,1.4,86,5.733333333333333,3,0,2,8,14,4.666666666666667,3,0.9333333333333333,13,0.8666666666666667,0.5333333333333333,5,0.3333333333333333,0,0.2,2,0,0,0,0
id17189,10,14,1.4,48,4.8,1,0,1,7,10,3.8,1,1,9,0.9,0.7,2,0.2,0,0.1,0,0,0,0,0
id12799,47,68,1.446808510638298,261,5.553191489361702,1,0,5,29,36,4.468085106382978,9,0.7659574468085106,42,0.8936170212765957,0.6170212765957447,13,0.2765957446808511,0,0.02127659574468085,1,0,0,0,0
id08441,61,88,1.4426229508196722,340,5.573770491803279,1,0,10,41,49,4.426229508196721,9,0.8032786885245902,51,0.8360655737704918,0.6721311475409836,10,0.16393442622950818,0,0.01639344262295082,3,1,0,1,0
id13117,28,45,1.6071428571428572,173,6.178571428571429,1,0,4,15,23,5.071428571428571,6,0.8214285714285714,24,0.8571428571428571,0.5357142857142857,9,0.32142857142857145,0,0.03571428571428571,0,1,0,0,0
id14862,48,74,1.5416666666666667,270,5.625,0,0,7,29,39,4.5,12,0.8125,41,0.8541666666666666,0.6041666666666666,12,0.25,0,0,2,0,0,0,0
id20836,50,80,1.6,305,6.1,2,0,9,25,41,5.229166666666667,10,0.82,41,0.82,0.5,16,0.32,0,0.04,2,0,0,0,0
id11411,21,28,1.3333333333333333,111,5.285714285714286,1,0,2,12,20,4.238095238095238,4,0.9523809523809523,19,0.9047619047619048,0.5714285714285714,7,0.3333333333333333,0,0.047619047619047616,0,0,0,0,0
id08075,44,62,1.4090909090909092,252,5.7272727272727275,1,0,4,30,38,4.659090909090909,11,0.8636363636363636,40,0.9090909090909091,0.6818181818181818,10,0.22727272727272727,0,0.022727272727272728,0,2,0,1,0
id18925,18,33,1.8333333333333333,115,6.388888888888889,1,0,5,9,15,5.166666666666667,6,0.8333333333333334,13,0.7222222222222222,0.5,4,0.2222222222222222,0,0.05555555555555555,0,0,0,0,0
id19925,82,125,1.524390243902439,460,5.609756097560975,3,0,15,45,59,4.439024390243903,14,0.7195121951219512,67,0.8170731707317073,0.5487804878048781,22,0.2682926829268293,0,0.036585365853658534,6,1,0,0,0
id01704,11,21,1.9090909090909092,78,7.090909090909091,1,0,1,6,10,6.090909090909091,6,0.9090909090909091,10,0.9090909090909091,0.5454545454545454,4,0.36363636363636365,0,0.09090909090909091,0,0,0,0,0
id10125,25,33,1.32,136,5.44,2,0,4,15,21,4.32,2,0.84,21,0.84,0.6,6,0.24,0,0.08,0,0,0,0,0
id02448,94,160,1.702127659574468,562,5.9787234042553195,6,0,13,60,66,4.924731182795699,28,0.7021276595744681,81,0.8617021276595744,0.6382978723404256,21,0.22340425531914893,0,0.06382978723404255,1,2,0,1,0
id23451,31,48,1.5483870967741935,180,5.806451612903226,0,0,5,23,24,4.67741935483871,7,0.7741935483870968,26,0.8387096774193549,0.7419354838709677,3,0.0967741935483871,0,0,0,2,0,0,0
id27907,45,67,1.488888888888889,276,6.133333333333334,1,0,7,25,39,5,13,0.8666666666666667,38,0.8444444444444444,0.5555555555555556,13,0.28888888888888886,0,0.022222222222222223,1,1,0,0,0
id08121,30,38,1.2666666666666666,148,4.933333333333334,4,0,2,21,25,3.9,4,0.8333333333333334,28,0.9333333333333333,0.7,7,0.23333333333333334,0,0.13333333333333333,0,0,0,0,0
id15222,10,15,1.5,60,6,3,0,1,5,9,5,3,0.9,9,0.9,0.5,4,0.4,0,0.3,0,0,0,0,0
id00764,43,54,1.255813953488372,201,4.674418604651163,0,0,4,36,35,3.604651162790698,3,0.813953488372093,39,0.9069767441860465,0.8372093023255814,3,0.06976744186046512,0,0,0,0,0,0,0
id00683,48,68,1.4166666666666667,278,5.791666666666667,1,0,9,29,42,4.625,7,0.875,39,0.8125,0.6041666666666666,10,0.20833333333333334,0,0.020833333333333332,1,1,0,0,0
id11733,7,8,1.1428571428571428,36,5.142857142857143,3,0,1,5,7,4.142857142857143,0,1,6,0.8571428571428571,0.7142857142857143,1,0.14285714285714285,0,0.42857142857142855,1,0,0,0,0
id03205,17,34,2,115,6.764705882352941,3,0,2,11,17,5.705882352941177,7,1,15,0.8823529411764706,0.6470588235294118,4,0.23529411764705882,0,0.17647058823529413,0,0,0,0,0
id01948,18,23,1.2777777777777777,86,4.777777777777778,1,0,2,13,16,3.7222222222222223,1,0.8888888888888888,16,0.8888888888888888,0.7222222222222222,3,0.16666666666666666,0,0.05555555555555555,2,0,2,0,1
id22412,29,40,1.3793103448275863,162,5.586206896551724,4,0,3,15,24,4.75,4,0.8275862068965517,26,0.896551724137931,0.5172413793103449,11,0.3793103448275862,0,0.13793103448275862,2,0,0,0,0
id05258,29,45,1.5517241379310345,170,5.862068965517241,1,0,2,17,25,4.827586206896552,6,0.8620689655172413,27,0.9310344827586207,0.5862068965517241,10,0.3448275862068966,0,0.034482758620689655,0,0,0,0,0
id00144,23,31,1.3478260869565217,128,5.565217391304348,1,0,3,16,19,4.478260869565218,4,0.8260869565217391,20,0.8695652173913043,0.6956521739130435,4,0.17391304347826086,0,0.043478260869565216,0,0,0,0,0
id19576,48,81,1.6875,291,6.0625,1,0,6,30,38,5.1063829787234045,15,0.7916666666666666,42,0.875,0.625,12,0.25,0,0.020833333333333332,0,3,0,0,0
id01577,32,45,1.40625,172,5.375,1,0,3,19,29,4.516129032258065,6,0.90625,29,0.90625,0.59375,10,0.3125,0,0.03125,1,0,0,0,0
id01651,38,58,1.5263157894736843,228,6,1,0,5,18,34,4.894736842105263,12,0.8947368421052632,33,0.868421052631579,0.47368421052631576,15,0.39473684210526316,0,0.02631578947368421,0,0,0,0,0
id27080,52,58,1.1153846153846154,252,4.846153846153846,2,0,14,31,40,3.7058823529411766,1,0.7692307692307693,38,0.7307692307692307,0.5961538461538461,7,0.1346153846153846,0,0.038461538461538464,1,0,0,0,0
id20751,11,19,1.7272727272727273,72,6.545454545454546,3,0,3,5,11,5.363636363636363,4,1,8,0.7272727272727273,0.45454545454545453,3,0.2727272727272727,0,0.2727272727272727,0,0,0,0,0
id21136,27,40,1.4814814814814814,146,5.407407407407407,2,0,3,21,24,4.333333333333333,6,0.8888888888888888,24,0.8888888888888888,0.7777777777777778,3,0.1111111111111111,0,0.07407407407407407,1,1,0,0,0
id10279,19,27,1.4210526315789473,94,4.947368421052632,0,0,2,13,16,4.222222222222222,3,0.8421052631578947,17,0.8947368421052632,0.6842105263157895,4,0.21052631578947367,0,0,0,0,0,0,0
id12683,36,58,1.6111111111111112,201,5.583333333333333,0,0,3,24,26,4.527777777777778,8,0.7222222222222222,33,0.9166666666666666,0.6666666666666666,9,0.25,0,0,0,0,0,0,0
id19180,11,15,1.3636363636363635,66,6,1,0,5,5,7,5.3,4,0.6363636363636364,6,0.5454545454545454,0.45454545454545453,1,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0
id02236,18,24,1.3333333333333333,92,5.111111111111111,4,0,7,10,18,3.7777777777777777,2,1,11,0.6111111111111112,0.5555555555555556,1,0.05555555555555555,0,0.2222222222222222,1,0,0,0,0
id11523,47,69,1.4680851063829787,247,5.25531914893617,1,0,3,30,40,4.212765957446808,8,0.851063829787234,44,0.9361702127659575,0.6382978723404256,14,0.2978723404255319,0,0.02127659574468085,3,0,0,0,1
id22530,15,28,1.8666666666666667,94,6.266666666666667,1,0,1,8,15,5.266666666666667,6,1,14,0.9333333333333333,0.5333333333333333,6,0.4,0,0.06666666666666667,0,0,0,0,0
id22197,16,22,1.375,87,5.4375,0,0,2,11,14,4.375,3,0.875,14,0.875,0.6875,3,0.1875,0,0,2,0,0,0,0
id24941,16,24,1.5,91,5.6875,1,0,2,11,16,4.625,4,1,14,0.875,0.6875,3,0.1875,0,0.0625,0,0,0,0,0
id15218,26,36,1.3846153846153846,147,5.653846153846154,2,0,5,16,24,4.5,7,0.9230769230769231,21,0.8076923076923077,0.6153846153846154,5,0.19230769230769232,0,0.07692307692307693,1,0,0,0,0
id02164,22,26,1.1818181818181819,114,5.181818181818182,0,0,4,15,21,4.045454545454546,3,0.9545454545454546,18,0.8181818181818182,0.6818181818181818,3,0.13636363636363635,0,0,0,0,0,0,0
id17654,37,50,1.3513513513513513,197,5.324324324324325,1,0,3,22,33,4.27027027027027,5,0.8918918918918919,34,0.918918918918919,0.5945945945945946,12,0.32432432432432434,0,0.02702702702702703,0,1,0,1,0
id20824,29,37,1.2758620689655173,142,4.896551724137931,1,0,2,24,24,3.8620689655172415,3,0.8275862068965517,27,0.9310344827586207,0.8275862068965517,3,0.10344827586206896,0,0.034482758620689655,0,0,0,0,0
id21164,22,28,1.2727272727272727,112,5.090909090909091,3,0,9,15,19,3.727272727272727,5,0.8636363636363636,13,0.5909090909090909,0.6818181818181818,-2,-0.09090909090909091,0,0.13636363636363635,1,0,0,1,0
id08820,11,19,1.7272727272727273,77,7,1,0,2,5,10,5.909090909090909,4,0.9090909090909091,9,0.8181818181818182,0.45454545454545453,4,0.36363636363636365,0,0.09090909090909091,0,0,0,0,0
id17407,15,22,1.4666666666666666,88,5.866666666666666,1,0,2,6,13,4.8,3,0.8666666666666667,13,0.8666666666666667,0.4,7,0.4666666666666667,0,0.06666666666666667,1,0,0,0,0
id05166,21,29,1.380952380952381,119,5.666666666666667,1,0,4,10,17,4.523809523809524,5,0.8095238095238095,17,0.8095238095238095,0.47619047619047616,7,0.3333333333333333,0,0.047619047619047616,1,0,0,0,0
id07779,29,37,1.2758620689655173,155,5.344827586206897,1,0,4,22,26,4.241379310344827,4,0.896551724137931,25,0.8620689655172413,0.7586206896551724,3,0.10344827586206896,0,0.034482758620689655,0,0,0,0,0
id14749,15,21,1.4,86,5.733333333333333,1,0,3,12,14,4.6,1,0.9333333333333333,12,0.8,0.8,0,0,0,0.06666666666666667,0,0,0,0,0
id10634,22,27,1.2272727272727273,122,5.545454545454546,1,0,3,10,19,4.761904761904762,5,0.8636363636363636,19,0.8636363636363636,0.45454545454545453,9,0.4090909090909091,0,0.045454545454545456,1,0,0,0,0
id03555,47,71,1.5106382978723405,275,5.851063829787234,1,0,6,31,38,4.74468085106383,13,0.8085106382978723,41,0.8723404255319149,0.6595744680851063,10,0.2127659574468085,0,0.02127659574468085,2,0,0,0,0
id26727,40,53,1.325,212,5.3,1,0,5,26,33,4.2,7,0.825,35,0.875,0.65,9,0.225,0,0.025,2,0,0,0,0
id06312,88,113,1.2840909090909092,454,5.159090909090909,3,0,12,51,62,4.034090909090909,13,0.7045454545454546,76,0.8636363636363636,0.5795454545454546,25,0.2840909090909091,0,0.03409090909090909,0,0,0,0,0
id24464,60,86,1.4333333333333333,323,5.383333333333334,1,0,5,46,42,4.316666666666666,11,0.7,55,0.9166666666666666,0.7666666666666667,9,0.15,0,0.016666666666666666,3,0,0,0,0
id18006,28,41,1.4642857142857142,166,5.928571428571429,2,0,2,12,27,4.892857142857143,7,0.9642857142857143,26,0.9285714285714286,0.42857142857142855,14,0.5,0,0.07142857142857142,0,0,0,0,0
id04459,39,52,1.3333333333333333,219,5.615384615384615,1,0,6,22,29,4.487179487179487,9,0.7435897435897436,33,0.8461538461538461,0.5641025641025641,11,0.28205128205128205,0,0.02564102564102564,0,0,0,0,0
id06749,10,12,1.2,55,5.5,2,0,5,8,10,4.1,0,1,5,0.5,0.8,-3,-0.3,0,0.2,0,0,0,0,0
id11062,37,50,1.3513513513513513,186,5.027027027027027,1,0,1,24,27,4.027027027027027,4,0.7297297297297297,36,0.972972972972973,0.6486486486486487,12,0.32432432432432434,0,0.02702702702702703,2,1,0,0,1
id01571,42,69,1.6428571428571428,259,6.166666666666667,1,0,8,27,36,5,11,0.8571428571428571,34,0.8095238095238095,0.6428571428571429,7,0.16666666666666666,0,0.023809523809523808,1,0,0,0,0
id03152,19,31,1.631578947368421,109,5.7368421052631575,1,0,1,11,17,4.7368421052631575,6,0.8947368421052632,18,0.9473684210526315,0.5789473684210527,7,0.3684210526315789,0,0.05263157894736842,0,0,0,0,0
id06412,26,44,1.6923076923076923,158,6.076923076923077,2,0,3,15,23,5,10,0.8846153846153846,23,0.8846153846153846,0.5769230769230769,8,0.3076923076923077,0,0.07692307692307693,0,0,0,0,0
id10155,16,31,1.9375,107,6.6875,2,0,2,9,15,5.625,7,0.9375,14,0.875,0.5625,5,0.3125,0,0.125,1,1,0,0,0
id24823,25,33,1.32,119,4.76,1,0,3,18,21,3.68,2,0.84,22,0.88,0.72,4,0.16,0,0.04,0,0,0,0,0
id06377,27,39,1.4444444444444444,154,5.703703703703703,1,0,5,20,24,4.555555555555555,4,0.8888888888888888,22,0.8148148148148148,0.7407407407407407,2,0.07407407407407407,0,0.037037037037037035,2,1,0,0,0
id01222,34,46,1.3529411764705883,182,5.352941176470588,3,0,4,23,27,4.264705882352941,4,0.7941176470588235,30,0.8823529411764706,0.6764705882352942,7,0.20588235294117646,0,0.08823529411764706,0,0,0,0,0
id10142,9,14,1.5555555555555556,51,5.666666666666667,1,0,3,6,9,4.444444444444445,2,1,6,0.6666666666666666,0.6666666666666666,0,0,0,0.1111111111111111,0,0,0,0,0
id08521,31,55,1.7741935483870968,193,6.225806451612903,1,0,7,18,27,5.032258064516129,9,0.8709677419354839,24,0.7741935483870968,0.5806451612903226,6,0.1935483870967742,0,0.03225806451612903,2,0,0,0,0
id13267,26,45,1.7307692307692308,163,6.269230769230769,1,0,1,12,25,5.269230769230769,6,0.9615384615384616,25,0.9615384615384616,0.46153846153846156,13,0.5,0,0.038461538461538464,0,1,0,0,0
id06001,63,85,1.3492063492063493,323,5.126984126984127,1,0,13,32,48,4.131147540983607,7,0.7619047619047619,50,0.7936507936507936,0.5079365079365079,18,0.2857142857142857,0,0.015873015873015872,0,0,0,0,0
id22877,8,12,1.5,41,5.125,1,0,1,4,7,4.125,0,0.875,7,0.875,0.5,3,0.375,0,0.125,0,0,0,0,0
id02647,6,10,1.6666666666666667,42,7,1,0,4,3,6,5.333333333333333,3,1,2,0.3333333333333333,0.5,-1,-0.16666666666666666,0,0.16666666666666666,0,0,0,1,0
id10154,26,34,1.3076923076923077,140,5.384615384615385,1,0,2,11,20,4.346153846153846,3,0.7692307692307693,24,0.9230769230769231,0.4230769230769231,13,0.5,0,0.038461538461538464,0,0,0,0,0
id22605,21,25,1.1904761904761905,92,4.380952380952381,1,0,4,17,15,3.238095238095238,1,0.7142857142857143,17,0.8095238095238095,0.8095238095238095,0,0,0,0.047619047619047616,0,2,0,0,0
id18034,24,31,1.2916666666666667,119,4.958333333333333,2,0,4,14,20,3.8333333333333335,3,0.8333333333333334,20,0.8333333333333334,0.5833333333333334,6,0.25,0,0.08333333333333333,0,0,0,0,0
id27266,16,18,1.125,70,4.375,1,0,3,13,14,3.25,1,0.875,13,0.8125,0.8125,0,0,0,0.0625,0,0,0,2,0
id10676,36,63,1.75,222,6.166666666666667,6,0,5,20,32,5.055555555555555,11,0.8888888888888888,31,0.8611111111111112,0.5555555555555556,11,0.3055555555555556,0,0.16666666666666666,0,0,0,1,0
id03833,24,35,1.4583333333333333,130,5.416666666666667,3,0,3,14,21,4.333333333333333,7,0.875,21,0.875,0.5833333333333334,7,0.2916666666666667,0,0.125,0,0,0,0,0
id16135,23,39,1.6956521739130435,140,6.086956521739131,1,0,5,13,21,4.913043478260869,6,0.9130434782608695,18,0.782608695652174,0.5652173913043478,5,0.21739130434782608,0,0.043478260869565216,2,0,0,1,0
id19878,12,14,1.1666666666666667,64,5.333333333333333,2,0,4,9,11,4.083333333333333,2,0.9166666666666666,8,0.6666666666666666,0.75,-1,-0.08333333333333333,0,0.16666666666666666,0,0,0,1,0
id25019,24,33,1.375,125,5.208333333333333,1,0,2,15,19,4.166666666666667,3,0.7916666666666666,22,0.9166666666666666,0.625,7,0.2916666666666667,0,0.041666666666666664,0,0,0,0,0
id18067,28,49,1.75,175,6.25,2,0,4,15,24,5.142857142857143,11,0.8571428571428571,24,0.8571428571428571,0.5357142857142857,9,0.32142857142857145,0,0.07142857142857142,0,0,0,0,0
id23088,37,55,1.4864864864864864,201,5.4324324324324325,2,0,3,25,27,4.378378378378378,7,0.7297297297297297,34,0.918918918918919,0.6756756756756757,9,0.24324324324324326,0,0.05405405405405406,0,0,0,0,0
id06172,22,39,1.7727272727272727,147,6.681818181818182,0,0,3,12,21,5.590909090909091,7,0.9545454545454546,19,0.8636363636363636,0.5454545454545454,7,0.3181818181818182,0,0,0,0,0,0,0
id08466,36,57,1.5833333333333333,209,5.805555555555555,4,0,5,26,33,4.694444444444445,10,0.9166666666666666,31,0.8611111111111112,0.7222222222222222,5,0.1388888888888889,0,0.1111111111111111,0,2,1,0,0
id02547,9,15,1.6666666666666667,55,6.111111111111111,1,0,2,6,8,5,2,0.8888888888888888,7,0.7777777777777778,0.6666666666666666,1,0.1111111111111111,0,0.1111111111111111,1,0,0,0,0
id04451,13,19,1.4615384615384615,75,5.769230769230769,1,0,2,8,13,4.6923076923076925,3,1,11,0.8461538461538461,0.6153846153846154,3,0.23076923076923078,0,0.07692307692307693,0,0,0,0,0
id04853,12,17,1.4166666666666667,70,5.833333333333333,1,0,2,8,12,4.75,2,1,10,0.8333333333333334,0.6666666666666666,2,0.16666666666666666,0,0.08333333333333333,1,0,0,0,0
id21482,52,79,1.5192307692307692,285,5.480769230769231,1,0,10,36,42,4.3076923076923075,10,0.8076923076923077,42,0.8076923076923077,0.6923076923076923,6,0.11538461538461539,0,0.019230769230769232,3,0,0,2,0
id03072,19,18,0.9473684210526315,76,4,1,0,6,11,15,3.2941176470588234,0,0.7894736842105263,13,0.6842105263157895,0.5789473684210527,2,0.10526315789473684,0,0.05263157894736842,0,2,0,0,0
id08617,59,73,1.2372881355932204,293,4.966101694915254,6,0,13,43,42,3.76271186440678,5,0.711864406779661,46,0.7796610169491526,0.7288135593220338,3,0.05084745762711865,0,0.1016949152542373,0,1,0,1,0
id04159,20,22,1.1,95,4.75,0,0,2,14,17,3.7,2,0.85,18,0.9,0.7,4,0.2,0,0,0,1,0,0,0
id18740,24,31,1.2916666666666667,134,5.583333333333333,1,0,2,16,22,4.541666666666667,7,0.9166666666666666,22,0.9166666666666666,0.6666666666666666,6,0.25,0,0.041666666666666664,1,0,0,0,0
id11321,25,36,1.44,142,5.68,5,0,2,14,20,4.64,6,0.8,23,0.92,0.56,9,0.36,0,0.2,0,0,0,0,0
id06564,36,58,1.6111111111111112,209,5.805555555555555,2,0,3,24,32,4.75,10,0.8888888888888888,33,0.9166666666666666,0.6666666666666666,9,0.25,0,0.05555555555555555,0,0,0,1,0
id01004,62,91,1.467741935483871,358,5.774193548387097,2,0,7,37,44,4.67741935483871,10,0.7096774193548387,55,0.8870967741935484,0.5967741935483871,18,0.2903225806451613,0,0.03225806451612903,0,0,0,0,0
id09114,27,44,1.6296296296296295,161,5.962962962962963,1,0,2,14,23,4.925925925925926,10,0.8518518518518519,25,0.9259259259259259,0.5185185185185185,11,0.4074074074074074,0,0.037037037037037035,0,0,0,0,0
id27670,13,15,1.1538461538461537,55,4.230769230769231,1,0,1,9,13,3.230769230769231,0,1,12,0.9230769230769231,0.6923076923076923,3,0.23076923076923078,0,0.07692307692307693,0,0,0,0,0
id15648,15,19,1.2666666666666666,72,4.8,0,0,1,11,13,3.8,2,0.8666666666666667,14,0.9333333333333333,0.7333333333333333,3,0.2,0,0,0,0,1,0,0
id27679,11,12,1.0909090909090908,50,4.545454545454546,0,0,1,9,10,3.5454545454545454,1,0.9090909090909091,10,0.9090909090909091,0.8181818181818182,1,0.09090909090909091,0,0,0,1,1,0,0
id14878,36,44,1.2222222222222223,205,5.694444444444445,1,0,4,24,33,4.611111111111111,7,0.9166666666666666,32,0.8888888888888888,0.6666666666666666,8,0.2222222222222222,0,0.027777777777777776,0,1,0,0,0
id15083,25,35,1.4,130,5.2,3,0,2,17,21,4.16,4,0.84,23,0.92,0.68,6,0.24,0,0.12,0,0,0,0,0
id24979,14,17,1.2142857142857142,72,5.142857142857143,1,0,2,7,12,4.071428571428571,2,0.8571428571428571,12,0.8571428571428571,0.5,5,0.35714285714285715,0,0.07142857142857142,0,0,0,0,0
id20087,22,27,1.2272727272727273,118,5.363636363636363,4,0,2,16,22,4.318181818181818,3,1,20,0.9090909090909091,0.7272727272727273,4,0.18181818181818182,0,0.18181818181818182,0,0,0,0,0
id06500,13,18,1.3846153846153846,70,5.384615384615385,0,0,5,8,13,4.076923076923077,2,1,8,0.6153846153846154,0.6153846153846154,0,0,0,0,0,2,0,0,0
id21174,19,26,1.368421052631579,112,5.894736842105263,2,0,5,11,18,4.684210526315789,6,0.9473684210526315,14,0.7368421052631579,0.5789473684210527,3,0.15789473684210525,0,0.10526315789473684,0,0,1,0,0
id23958,23,32,1.391304347826087,141,6.130434782608695,1,0,3,14,22,5.043478260869565,5,0.9565217391304348,20,0.8695652173913043,0.6086956521739131,6,0.2608695652173913,0,0.043478260869565216,0,0,0,0,0
id13881,27,42,1.5555555555555556,162,6,2,0,5,18,25,4.851851851851852,6,0.9259259259259259,22,0.8148148148148148,0.6666666666666666,4,0.14814814814814814,0,0.07407407407407407,0,0,0,0,0
id01306,11,15,1.3636363636363635,58,5.2727272727272725,1,0,1,8,10,4.2727272727272725,2,0.9090909090909091,10,0.9090909090909091,0.7272727272727273,2,0.18181818181818182,0,0.09090909090909091,0,0,0,0,0
id15580,33,51,1.5454545454545454,203,6.151515151515151,2,0,4,19,27,5.0606060606060606,11,0.8181818181818182,29,0.8787878787878788,0.5757575757575758,10,0.30303030303030304,0,0.06060606060606061,0,0,0,0,0
id07787,32,45,1.40625,176,5.5,2,0,3,22,30,4.4375,5,0.9375,29,0.90625,0.6875,7,0.21875,0,0.0625,0,1,0,0,0
id13315,23,25,1.0869565217391304,108,4.695652173913044,2,0,1,17,20,3.6956521739130435,1,0.8695652173913043,22,0.9565217391304348,0.7391304347826086,5,0.21739130434782608,0,0.08695652173913043,0,0,0,1,0
id02772,32,43,1.34375,171,5.34375,2,0,3,22,27,4.28125,5,0.84375,29,0.90625,0.6875,7,0.21875,0,0.0625,0,0,0,0,0
id19806,10,14,1.4,59,5.9,2,0,4,6,9,5.333333333333333,2,0.9,6,0.6,0.6,0,0,0,0.2,0,1,0,0,0
id05293,35,43,1.2285714285714286,177,5.057142857142857,1,0,7,19,29,3.8857142857142857,3,0.8285714285714286,28,0.8,0.5428571428571428,9,0.2571428571428571,0,0.02857142857142857,1,0,1,1,0
id17840,11,15,1.3636363636363635,63,5.7272727272727275,1,0,3,7,10,4.545454545454546,2,0.9090909090909091,8,0.7272727272727273,0.6363636363636364,1,0.09090909090909091,0,0.09090909090909091,0,0,0,0,0
id10113,46,56,1.2173913043478262,231,5.021739130434782,0,0,5,26,35,4.066666666666666,5,0.7608695652173914,41,0.8913043478260869,0.5652173913043478,15,0.32608695652173914,0,0,0,0,0,0,0
id17270,28,46,1.6428571428571428,162,5.785714285714286,1,0,3,18,25,4.714285714285714,7,0.8928571428571429,25,0.8928571428571429,0.6428571428571429,7,0.25,0,0.03571428571428571,1,0,0,0,0
id24267,26,40,1.5384615384615385,163,6.269230769230769,1,0,3,18,25,5.1923076923076925,8,0.9615384615384616,23,0.8846153846153846,0.6923076923076923,5,0.19230769230769232,0,0.038461538461538464,0,2,0,0,0
id21317,17,21,1.2352941176470589,88,5.176470588235294,1,0,3,12,16,4.0588235294117645,2,0.9411764705882353,14,0.8235294117647058,0.7058823529411765,2,0.11764705882352941,0,0.058823529411764705,1,0,0,0,0
id24125,93,149,1.6021505376344085,545,5.860215053763441,2,0,7,62,64,4.795698924731183,17,0.6881720430107527,86,0.9247311827956989,0.6666666666666666,24,0.25806451612903225,0,0.021505376344086023,1,3,0,0,0
id02655,7,10,1.4285714285714286,38,5.428571428571429,1,0,1,4,7,4.428571428571429,2,1,6,0.8571428571428571,0.5714285714285714,2,0.2857142857142857,0,0.14285714285714285,0,0,1,0,0
id18911,32,55,1.71875,203,6.34375,7,0,5,15,30,5.21875,8,0.9375,27,0.84375,0.46875,12,0.375,0,0.21875,0,0,0,0,0
id26487,26,40,1.5384615384615385,150,5.769230769230769,1,0,6,11,23,4.576923076923077,5,0.8846153846153846,20,0.7692307692307693,0.4230769230769231,9,0.34615384615384615,0,0.038461538461538464,0,0,0,0,0
id05457,74,117,1.5810810810810811,410,5.54054054054054,1,0,12,49,47,4.391891891891892,18,0.6351351351351351,62,0.8378378378378378,0.6621621621621622,13,0.17567567567567569,0,0.013513513513513514,1,1,0,0,0
id07762,10,16,1.6,62,6.2,1,0,1,4,9,5.2,2,0.9,9,0.9,0.4,5,0.5,0,0.1,0,0,0,0,0
